Index; Text; Cause; Effect; Offset_Sentence2; Offset_Sentence3; Cause_Start; Cause_End; Effect_Start; Effect_End; Sentence
0285.00016; The Open Buy Back (OBB) and Overnight (OVN) opened the week at 7.1 per cent and 8.3 per cent respectively, higher than the previous week's close of 3.2 per cent and 3.9 per cent as system liquidity remained robust at N354.8 billion.; system liquidity remained robust at N354.8 billion.; The Open Buy Back (OBB) and Overnight (OVN) opened the week at 7.1 per cent and 8.3 per cent respectively, higher than the previous week's close of 3.2 per cent and 3.9 per cent; ; ;181.0;232.0;0.0;177.0; <e2>The Open Buy Back (OBB) and Overnight (OVN) opened the week at 7.1 per cent and 8.3 per cent respectively, higher than the previous week's close of 3.2 per cent and 3.9 per cent</e2> as <e1>system liquidity remained robust at N354.8 billion.</e1>
0255.00031; He said a friend of his earns $5,000 per month, or even $3,000 per day when he gets a hit on Facebook.; he gets a hit on Facebook.; He said a friend of his earns $5,000 per month, or even $3,000 per day; ; ;76.0;102.0;0.0;70.0; <e2>He said a friend of his earns $5,000 per month, or even $3,000 per day</e2> when <e1>he gets a hit on Facebook.</e1>
0057.00017;He bears responsibility, surely, for the decisions that led to that fall: the very poor industrial relations that have led to strikes by pilots, the screwing up of rosters that led to the mass cancellation of flights, the very heavy bet on Boeing's ill-fated 737 Max. But because of those failings, he now gets to buy Ryanair shares for €7 per share less than they were would have cost him in 2017.  This is one of the big problems with this incentive culture  -  the fabulous rewards for success are almost never matched by real penalties for failure.;He bears responsibility, surely, for the decisions that led to that fall: the very poor industrial relations that have led to strikes by pilots, the screwing up of rosters that led to the mass cancellation of flights, the very heavy bet on Boeing's ill-fated 737 Max.;But because of those failings, he now gets to buy Ryanair shares for €7 per share less than they were would have cost him in 2017.  This is one of the big problems with this incentive culture  -  the fabulous rewards for success are almost never matched by real penalties for failure.;267.0;;0.0;267.0;268.0;552.0;<e1>He bears responsibility, surely, for the decisions that led to that fall: the very poor industrial relations that have led to strikes by pilots, the screwing up of rosters that led to the mass cancellation of flights, the very heavy bet on Boeing's ill-fated 737 Max.</e1> <e2>But because of those failings, he now gets to buy Ryanair shares for €7 per share less than they were would have cost him in 2017.  This is one of the big problems with this incentive culture  -  the fabulous rewards for success are almost never matched by real penalties for failure.</e2>
0506.00014; They anticipate making only £1,971 profit a year which equates to less than 0.25 per cent profit a year on the costs of the refurbishment and as usual the council have not allowed for void periods or repairs to the building over the 40-year life of the loan.; They anticipate making only £1,971 profit a year; less than 0.25 per cent profit a year on the costs of the refurbishment and as usual the council have not allowed for void periods or repairs to the building over the 40-year life of the loan.; ; ;0.0;48.0;66.0;258.0; <e1>They anticipate making only £1,971 profit a year</e1> which equates to <e2>less than 0.25 per cent profit a year on the costs of the refurbishment and as usual the council have not allowed for void periods or repairs to the building over the 40-year life of the loan.</e2>
0475.00105; On air traffic, work on the Airport Improvement Project Phase II Extension is in progress at the Banjul International Airport, and will last for eighteen months. The project is expected to boost handling capacity to five hundred thousand (500,000) passengers per annum.; On air traffic, work on the Airport Improvement Project Phase II Extension is in progress at the Banjul International Airport, and will last for eighteen months.; The project is expected to boost handling capacity to five hundred thousand (500,000) passengers per annum.; 161; ;0.0;161.0;162.0;269.0; <e1>On air traffic, work on the Airport Improvement Project Phase II Extension is in progress at the Banjul International Airport, and will last for eighteen months.</e1> <e2>The project is expected to boost handling capacity to five hundred thousand (500,000) passengers per annum.</e2>
0048.00127; Bloomberg's Justina Vasquez writes that investors looking for cheaper entry into havens have helped widen the rally to silver and platinum, which surged in the past few weeks to approach or surpass gold's 2019 gains. Silver has surged more than 4 percent since mid-August and gold has fallen.; Bloomberg's Justina Vasquez writes that investors looking for cheaper entry into havens have helped widen the rally to silver and platinum, which surged in the past few weeks to approach or surpass gold's 2019 gains.; Silver has surged more than 4 percent since mid-August and gold has fallen.; 216; ;0.0;216.0;217.0;292.0; <e1>Bloomberg's Justina Vasquez writes that investors looking for cheaper entry into havens have helped widen the rally to silver and platinum, which surged in the past few weeks to approach or surpass gold's 2019 gains.</e1> <e2>Silver has surged more than 4 percent since mid-August and gold has fallen.</e2>
0256.00069; If however, Bank One practices fractional-reserve banking and lends the $ 50 to Mike out of thin air, then on the day of maturity when Mike repays the $50 the money goes back to the bank  -  the original creator of this empty money, i.e., money disappears from the economy, or it vanishes.; If however, Bank One practices fractional-reserve banking and lends the $ 50 to Mike out of thin air; then on the day of maturity when Mike repays the $50 the money goes back to the bank  -  the original creator of this empty money, i.e., money disappears from the economy, or it vanishes.; ; ;0.0;100.0;102.0;289.0; <e1>If however, Bank One practices fractional-reserve banking and lends the $ 50 to Mike out of thin air</e1>, <e2>then on the day of maturity when Mike repays the $50 the money goes back to the bank  -  the original creator of this empty money, i.e., money disappears from the economy, or it vanishes.</e2>
0459.00003; The growth in first-half production resulted in an 8% rise in revenue to US$43.3mln and an 27% jump in pre-tax profit to US$10.3mln.; The growth in first-half production; an 8% rise in revenue to US$43.3mln and an 27% jump in pre-tax profit to US$10.3mln.; ; ;0.0;35.0;48.0;132.0; <e1>The growth in first-half production</e1> resulted in <e2>an 8% rise in revenue to US$43.3mln and an 27% jump in pre-tax profit to US$10.3mln.</e2>
0411.00001.2; Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) Plans  -  Dividend of $0.30 Tweet  Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) declared a  -  dividend on Monday, September 16th, Wall Street Journal reports. Shareholders of record on Tuesday, September 17th will be paid a dividend of 0.30 per share on Thursday, September 19th. This represents a yield of 0.7%.; Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) Plans  -  Dividend of $0.30 Tweet  Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) declared a  -  dividend on Monday, September 16th, Wall Street Journal reports.; This represents a yield of 0.7%.; 200; 321;0.0;200.0;322.0;354.0; <e1>Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) Plans  -  Dividend of $0.30 Tweet  Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) declared a  -  dividend on Monday, September 16th, Wall Street Journal reports.</e1> Shareholders of record on Tuesday, September 17th will be paid a dividend of 0.30 per share on Thursday, September 19th. <e2>This represents a yield of 0.7%.</e2>
0109.00013.2; Finally, Morgan Stanley set a $21.00 price target on Perspecta and gave the stock a sell rating in a report on Monday, June 17th. Two analysts have rated the stock with a sell rating, two have assigned a hold rating and two have given a buy rating to the stock. The company currently has a consensus rating of Hold and a consensus target price of $25.33.; Two analysts have rated the stock with a sell rating, two have assigned a hold rating and two have given a buy rating to the stock.; The company currently has a consensus rating of Hold and a consensus target price of $25.33.; 129; 261;130.0;261.0;262.0;354.0; Finally, Morgan Stanley set a $21.00 price target on Perspecta and gave the stock a sell rating in a report on Monday, June 17th. <e1>Two analysts have rated the stock with a sell rating, two have assigned a hold rating and two have given a buy rating to the stock.</e1> <e2>The company currently has a consensus rating of Hold and a consensus target price of $25.33.</e2>
0008.00005; We built momentum despite having to deal with the current uncertainties in the political and economic climate. The board maintains its view that the group is well positioned to build on this and deliver improved performance and increased shareholder value,' said non-executive chairman Martin Morgan. Wilmington said it would pay a final dividend of 5p, up 4% on the previous year, with total dividends of 9.1p (up 3% year on year).; We built momentum despite having to deal with the current uncertainties in the political and economic climate.; Wilmington said it would pay a final dividend of 5p, up 4% on the previous year, with total dividends of 9.1p (up 3% year on year).; 110; 300;0.0;110.0;301.0;432.0; <e1>We built momentum despite having to deal with the current uncertainties in the political and economic climate.</e1> The board maintains its view that the group is well positioned to build on this and deliver improved performance and increased shareholder value,' said non-executive chairman Martin Morgan. <e2>Wilmington said it would pay a final dividend of 5p, up 4% on the previous year, with total dividends of 9.1p (up 3% year on year).</e2>
0219.00006; After the aborted sale, the French conglomerate owned by billionaire Vincent Bollore built a 29% stake in Mediaset - a holding considered illegitimate by the group controlled by the family of former Italian Prime Minister Silvio Berlusconi.; After the aborted sale; the French conglomerate owned by billionaire Vincent Bollore built a 29% stake in Mediaset - a holding considered illegitimate by the group controlled by the family of former Italian Prime Minister Silvio Berlusconi.; ; ;0.0;22.0;24.0;240.0; <e1>After the aborted sale</e1>, <e2>the French conglomerate owned by billionaire Vincent Bollore built a 29% stake in Mediaset - a holding considered illegitimate by the group controlled by the family of former Italian Prime Minister Silvio Berlusconi.</e2>
0089.00004;The stock decreased 0.37% or $0.14 during the last trading session, reaching $37.24.;The stock decreased 0.37% or $0.14 during the last trading session;reaching $37.24.;;;0.0;66.0;68.0;84.0;<e1>The stock decreased 0.37% or $0.14 during the last trading session</e1>, <e2>reaching $37.24.</e2>
0097.00013; A celebrity and author I know has 3 staff and earns an average of $1m per person by doing brand endorsement deals.; doing brand endorsement deals.; A celebrity and author I know has 3 staff and earns an average of $1m per person; ; ;84.0;114.0;0.0;80.0; <e2>A celebrity and author I know has 3 staff and earns an average of $1m per person</e2> by <e1>doing brand endorsement deals.</e1>
0386.00020; In other news, insider Helen Sabzevari sold 8,484 shares of Intrexon stock in a transaction dated Thursday, July 18th. The stock was sold at an average price of $7.47, for a total value of $63,375.48. Following the transaction, the insider now directly owns 70,825 shares in the company, valued at $529,062.75.; In other news, insider Helen Sabzevari sold 8,484 shares of Intrexon stock in a transaction dated Thursday, July 18th.; Following the transaction, the insider now directly owns 70,825 shares in the company, valued at $529,062.75.; 118; 200;0.0;118.0;201.0;310.0; <e1>In other news, insider Helen Sabzevari sold 8,484 shares of Intrexon stock in a transaction dated Thursday, July 18th.</e1> The stock was sold at an average price of $7.47, for a total value of $63,375.48. <e2>Following the transaction, the insider now directly owns 70,825 shares in the company, valued at $529,062.75.</e2>
0270.00009;It comes with a £250 free overdraft and requires a £1,000 monthly deposit to avoid a £10 monthly fee.;avoid a £10 monthly fee.;It comes with a £250 free overdraft and requires a £1,000 monthly deposit;;;77.0;101.0;0.0;73.0;<e2>It comes with a £250 free overdraft and requires a £1,000 monthly deposit</e2> to <e1>avoid a £10 monthly fee.</e1>
0353.00001; Posted by CVM TV | Sep 22, 2019 | BUSINESS | 0 |  During its annual general meeting, JMMB Group received an unanimous vote from the majority of it's shareholders in attendance, and those voting by proxy, for the resolution to issue an additional 325M (325,000,000) JMMB Group Limited (JMMBGL) ordinary shares, at a future date to be determined by the company. The proposed offer is consistent with JMMBGL's growth strategy, and will permit the JMMB Group of companies to continue its organic expansion and diversification, through investment in other entities, whether by acquisitions or strategic investments.; The proposed offer is consistent with JMMBGL's growth strategy, and will permit the JMMB Group of companies to continue its organic expansion and diversification, through investment in other entities, whether by acquisitions or strategic investments.; Posted by CVM TV | Sep 22, 2019 | BUSINESS | 0 |  During its annual general meeting, JMMB Group received an unanimous vote from the majority of it's shareholders in attendance, and those voting by proxy, for the resolution to issue an additional 325M (325,000,000) JMMB Group Limited (JMMBGL) ordinary shares, at a future date to be determined by the company.; 359; ;360.0;610.0;0.0;359.0; <e2>Posted by CVM TV | Sep 22, 2019 | BUSINESS | 0 |  During its annual general meeting, JMMB Group received an unanimous vote from the majority of it's shareholders in attendance, and those voting by proxy, for the resolution to issue an additional 325M (325,000,000) JMMB Group Limited (JMMBGL) ordinary shares, at a future date to be determined by the company.</e2> <e1>The proposed offer is consistent with JMMBGL's growth strategy, and will permit the JMMB Group of companies to continue its organic expansion and diversification, through investment in other entities, whether by acquisitions or strategic investments.</e1>
0523.00012; Oil CLV19, +0.88% is up as an Iranian diplomat in case of an attack over the weekend Saudi drone strike.; an Iranian diplomat in case of an attack over the weekend Saudi drone strike.; Oil CLV19, +0.88% is up; ; ;27.0;104.0;0.0;23.0; <e2>Oil CLV19, +0.88% is up</e2> as <e1>an Iranian diplomat in case of an attack over the weekend Saudi drone strike.</e1>
0080.00035;BlackRock Inc. grew its holdings in Sunrun by 10.6% during the 2nd quarter. BlackRock Inc. now owns 7,464,662 shares of the energy company's stock worth $140,037,000 after acquiring an additional 716,227 shares during the period.;BlackRock Inc. grew its holdings in Sunrun by 10.6% during the 2nd quarter.;BlackRock Inc. now owns 7,464,662 shares of the energy company's stock worth $140,037,000 after acquiring an additional 716,227 shares during the period.;75.0;;0.0;75.0;76.0;229.0;<e1>BlackRock Inc. grew its holdings in Sunrun by 10.6% during the 2nd quarter.</e1> <e2>BlackRock Inc. now owns 7,464,662 shares of the energy company's stock worth $140,037,000 after acquiring an additional 716,227 shares during the period.</e2>
0113.00005; Parametric Portfolio Associates LLC increased its holdings in shares of BlackRock Enhanced Global Dividend Trust by 21.4% during the first quarter. Parametric Portfolio Associates LLC now owns 1,321,909 shares of the financial services provider's stock valued at $14,144,000 after acquiring an additional 233,071 shares in the last quarter.; Parametric Portfolio Associates LLC increased its holdings in shares of BlackRock Enhanced Global Dividend Trust by 21.4% during the first quarter.; Parametric Portfolio Associates LLC now owns 1,321,909 shares of the financial services provider's stock valued at $14,144,000 after acquiring an additional 233,071 shares in the last quarter.; 147; ;0.0;147.0;148.0;340.0; <e1>Parametric Portfolio Associates LLC increased its holdings in shares of BlackRock Enhanced Global Dividend Trust by 21.4% during the first quarter.</e1> <e2>Parametric Portfolio Associates LLC now owns 1,321,909 shares of the financial services provider's stock valued at $14,144,000 after acquiring an additional 233,071 shares in the last quarter.</e2>
0151.00004; The amendment is said to be government's move to uplift the slowing economy of the country. Few major changes brought in by the amendment are:  · Reduced tax rate for the domestic companies not availing any tax exemptions  A new provision, Section 115BAA has been added in the Income Tax Act, 1961 (IT Act) which specifies that income tax payable in respect of the total income of the domestic company shall be computed at the rate of 22% if the total income of the company has been computed:  i. without any deductions allowed under provisions of IT Act  ii.; The amendment is said to be government's move to uplift the slowing economy of the country.; Few major changes brought in by the amendment are:  · Reduced tax rate for the domestic companies not availing any tax exemptions  A new provision, Section 115BAA has been added in the Income Tax Act, 1961 (IT Act) which specifies that income tax payable in respect of the total income of the domestic company shall be computed at the rate of 22% if the total income of the company has been computed:  i. without any deductions allowed under provisions of IT Act  ii.; 91; ;0.0;91.0;92.0;559.0; <e1>The amendment is said to be government's move to uplift the slowing economy of the country.</e1> <e2>Few major changes brought in by the amendment are:  · Reduced tax rate for the domestic companies not availing any tax exemptions  A new provision, Section 115BAA has been added in the Income Tax Act, 1961 (IT Act) which specifies that income tax payable in respect of the total income of the domestic company shall be computed at the rate of 22% if the total income of the company has been computed:  i. without any deductions allowed under provisions of IT Act  ii.</e2>
0008.00002; However, revenue rose 1% to £122.5m. This was driven by double-digit growth in the firm's compliance business, while the healthcare division recovered from a 'challenging' year to achieve 1% growth.; This was driven by double-digit growth in the firm's compliance business, while the healthcare division recovered from a 'challenging' year to achieve 1% growth.; However, revenue rose 1% to £122.5m.; 36; ;37.0;198.0;0.0;36.0; <e2>However, revenue rose 1% to £122.5m.</e2> <e1>This was driven by double-digit growth in the firm's compliance business, while the healthcare division recovered from a 'challenging' year to achieve 1% growth.</e1>
0142.00022;The City Pub Group PLC (LON:CPC) shares sank 9.2% to 197.5p after warning that it rein in its expectation plan due to political and economic uncertainty.;political and economic uncertainty.;The City Pub Group PLC (LON:CPC) shares sank 9.2% to 197.5p after warning that it rein in its expectation plan;;;118.0;153.0;0.0;110.0;<e2>The City Pub Group PLC (LON:CPC) shares sank 9.2% to 197.5p after warning that it rein in its expectation plan</e2> due to <e1>political and economic uncertainty.</e1>
0268.00013;Primary Income (table 4)  Receipts of primary income increased $7.1 billion, to $285.2 billion, mostly reflecting increases in portfolio investment income, mainly dividends on equity securities, and in direct investment income.;increases in portfolio investment income, mainly dividends on equity securities, and in direct investment income.;Primary Income (table 4)  Receipts of primary income increased $7.1 billion, to $285.2 billion;;;114.0;227.0;0.0;94.0;<e2>Primary Income (table 4)  Receipts of primary income increased $7.1 billion, to $285.2 billion</e2>, mostly reflecting <e1>increases in portfolio investment income, mainly dividends on equity securities, and in direct investment income.</e1>
0374.00004; Shares of NYSE:ERF traded up $0.02 during mid-day trading on Friday, reaching $7.33.; Shares of NYSE:ERF traded up $0.02 during mid-day trading on Friday; reaching $7.33.; ; ;0.0;67.0;69.0;84.0; <e1>Shares of NYSE:ERF traded up $0.02 during mid-day trading on Friday</e1>, <e2>reaching $7.33.</e2>
0229.00024; Nike's stock surged in the days after the campaign debuted, increasing the company's value by more than $6 billion two weeks later.; Nike's stock surged in the days after the campaign debuted; increasing the company's value by more than $6 billion two weeks later.; ; ;0.0;58.0;60.0;131.0; <e1>Nike's stock surged in the days after the campaign debuted</e1>, <e2>increasing the company's value by more than $6 billion two weeks later.</e2>
0203.00018.1;Finally, Credit Suisse Group upgraded shares of Flowserve from a neutral rating to an outperform rating and set a $54.00 target price for the company in a research report on Friday, August 2nd. One investment analyst has rated the stock with a sell rating, eight have assigned a hold rating and three have issued a buy rating to the company's stock. The stock has a consensus rating of Hold and an average target price of $50.56.;Finally, Credit Suisse Group upgraded shares of Flowserve from a neutral rating to an outperform rating and set a $54.00 target price for the company in a research report on Friday, August 2nd.;The stock has a consensus rating of Hold and an average target price of $50.56.;193.0;349.0;0.0;193.0;350.0;429.0;<e1>Finally, Credit Suisse Group upgraded shares of Flowserve from a neutral rating to an outperform rating and set a $54.00 target price for the company in a research report on Friday, August 2nd.</e1> One investment analyst has rated the stock with a sell rating, eight have assigned a hold rating and three have issued a buy rating to the company's stock. <e2>The stock has a consensus rating of Hold and an average target price of $50.56.</e2>
0102.00011; Retail Value has a consensus target price of $38.00, indicating a potential upside of 1.58%.; Retail Value has a consensus target price of $38.00; a potential upside of 1.58%.; ; ;0.0;51.0;64.0;92.0; <e1>Retail Value has a consensus target price of $38.00</e1>, indicating <e2>a potential upside of 1.58%.</e2>
0257.00046; With that in mind, our GMV declined to $98 million from $127 million in the same period last year. The main reason for the low GMV was because we had to continue to scale back investments in marketing and inventory, which resulted in the decline in a number of buyers and orders.; The main reason for the low GMV was because we had to continue to scale back investments in marketing and inventory, which resulted in the decline in a number of buyers and orders.; With that in mind, our GMV declined to $98 million from $127 million in the same period last year.; 98; ;99.0;279.0;0.0;98.0; <e2>With that in mind, our GMV declined to $98 million from $127 million in the same period last year.</e2> <e1>The main reason for the low GMV was because we had to continue to scale back investments in marketing and inventory, which resulted in the decline in a number of buyers and orders.</e1>
0256.00066; Thus when John lends his $50 via Bank One to Mike the $ 50 is transferred to Mike from John.; Thus when John lends his $50 via Bank One to Mike; the $ 50 is transferred to Mike from John.; ; ;0.0;49.0;50.0;92.0; <e1>Thus when John lends his $50 via Bank One to Mike</e1> <e2>the $ 50 is transferred to Mike from John.</e2>
0569.00012; Wetherspoons continued to outperform the market with a 6.8% rise in like-for-like sales, although rising costs weighed on full-year underlying profits, which fell 4.5% to £102.5 million.; Wetherspoons continued to outperform the market with a 6.8% rise in like-for-like sales, although rising costs weighed on full-year underlying profits; fell 4.5% to £102.5 million.; ; ;0.0;150.0;158.0;186.0; <e1>Wetherspoons continued to outperform the market with a 6.8% rise in like-for-like sales, although rising costs weighed on full-year underlying profits</e1>, which <e2>fell 4.5% to £102.5 million.</e2>
0287.00005;Wells Fargo & Company MN boosted its holdings in shares of BlackRock Enhanced Global Dividend Trust by 2.6% in the second quarter. Wells Fargo & Company MN now owns 1,963,293 shares of the financial services provider's stock valued at $21,066,000 after acquiring an additional 48,839 shares during the period.;Wells Fargo & Company MN boosted its holdings in shares of BlackRock Enhanced Global Dividend Trust by 2.6% in the second quarter.;Wells Fargo & Company MN now owns 1,963,293 shares of the financial services provider's stock valued at $21,066,000 after acquiring an additional 48,839 shares during the period.;130.0;;0.0;130.0;131.0;309.0;<e1>Wells Fargo & Company MN boosted its holdings in shares of BlackRock Enhanced Global Dividend Trust by 2.6% in the second quarter.</e1> <e2>Wells Fargo & Company MN now owns 1,963,293 shares of the financial services provider's stock valued at $21,066,000 after acquiring an additional 48,839 shares during the period.</e2>
0140.00017; As every schoolgirl knows, 1981 was the culmination of the post-World War II bear bond market. Long-dated Treasury yields peaked at 15%, up from the long-forgotten 1946 low of slightly over 2%.; As every schoolgirl knows, 1981 was the culmination of the post-World War II bear bond market.; Long-dated Treasury yields peaked at 15%, up from the long-forgotten 1946 low of slightly over 2%.; 94; ;0.0;94.0;95.0;193.0; <e1>As every schoolgirl knows, 1981 was the culmination of the post-World War II bear bond market.</e1> <e2>Long-dated Treasury yields peaked at 15%, up from the long-forgotten 1946 low of slightly over 2%.</e2>
0171.00023; For example, if you are eligible to receive $1,200 in Social Security but also receive $900 per month from a government pension, your Social Security benefits are reduced by $600 to account for your pension income.; For example, if you are eligible to receive $1,200 in Social Security but also receive $900 per month from a government pension; your Social Security benefits are reduced by $600 to account for your pension income.; ; ;0.0;127.0;129.0;214.0; <e1>For example, if you are eligible to receive $1,200 in Social Security but also receive $900 per month from a government pension</e1>, <e2>your Social Security benefits are reduced by $600 to account for your pension income.</e2>
0091.00005; However, the tender was re-negotiated against CVC guidelines and the contract was approved after negotiation at Rs 2500 crore, the two leaders added.; However, the tender was re-negotiated against CVC guidelines; the contract was approved after negotiation at Rs 2500 crore, the two leaders added.; ; ;0.0;60.0;65.0;149.0; <e1>However, the tender was re-negotiated against CVC guidelines</e1> and <e2>the contract was approved after negotiation at Rs 2500 crore, the two leaders added.</e2>
0221.00025.1; Strategists said there was heavy Treasury issuance, which drains liquidity, at the same time corporations were seeking cash for tax payments on Monday. The Fed, in response conducted a repurchase operation Tuesday involving $53 billion worth of various debt instruments as it sought to control the level of its benchmark interest rate. The Fed said it would conduct a second repo transaction Wednesday to inject up to $75 billion in cash into money markets.; Strategists said there was heavy Treasury issuance, which drains liquidity, at the same time corporations were seeking cash for tax payments on Monday.; The Fed, in response conducted a repurchase operation Tuesday involving $53 billion worth of various debt instruments as it sought to control the level of its benchmark interest rate.; 151; 335;0.0;151.0;152.0;335.0; <e1>Strategists said there was heavy Treasury issuance, which drains liquidity, at the same time corporations were seeking cash for tax payments on Monday.</e1> <e2>The Fed, in response conducted a repurchase operation Tuesday involving $53 billion worth of various debt instruments as it sought to control the level of its benchmark interest rate.</e2> The Fed said it would conduct a second repo transaction Wednesday to inject up to $75 billion in cash into money markets.
0107.00002;The operator said Friday that it needed £200 million ($250 million) or else face administration, which could affect 600,000 holidaymakers and require Britain's largest repatriation since World War II.;The operator said Friday that it needed £200 million ($250 million) or else face administration;could affect 600,000 holidaymakers and require Britain's largest repatriation since World War II.;;;0.0;95.0;103.0;200.0;<e1>The operator said Friday that it needed £200 million ($250 million) or else face administration</e1>, which <e2>could affect 600,000 holidaymakers and require Britain's largest repatriation since World War II.</e2>
0307.00013; Company tax receipts were $4.6 billion higher than predicted, mainly due to mining profits, but Mr Frydenberg could not say how much was due to strong iron ore demand.; mining profits, but Mr Frydenberg could not say how much was due to strong iron ore demand.; Company tax receipts were $4.6 billion higher than predicted; ; ;76.0;167.0;0.0;60.0; <e2>Company tax receipts were $4.6 billion higher than predicted</e2>, mainly due to <e1>mining profits, but Mr Frydenberg could not say how much was due to strong iron ore demand.</e1>
0527.00006; Local government debt heads above 200% of income  Debt levels in councils continues to increase as population pressures, tourism growth, and aging infrastructure come together to form a perfect storm. Comparing total liabilities to operating income is a common way of comparing debt levels among councils and is a similar concept as house-price-to-income ratios. Total local council liabilities (debt) in New Zealand is expected to rise to 205% of operating income (income) on average over the next decade, up from 176% on average over the previous decade.; Local government debt heads above 200% of income  Debt levels in councils continues to increase as population pressures, tourism growth, and aging infrastructure come together to form a perfect storm.; Total local council liabilities (debt) in New Zealand is expected to rise to 205% of operating income (income) on average over the next decade, up from 176% on average over the previous decade.; 200; 362;0.0;200.0;363.0;556.0; <e1>Local government debt heads above 200% of income  Debt levels in councils continues to increase as population pressures, tourism growth, and aging infrastructure come together to form a perfect storm.</e1> Comparing total liabilities to operating income is a common way of comparing debt levels among councils and is a similar concept as house-price-to-income ratios. <e2>Total local council liabilities (debt) in New Zealand is expected to rise to 205% of operating income (income) on average over the next decade, up from 176% on average over the previous decade.</e2>
0009.00005; If we get the tax structure right, this will … create thousands of jobs … help fund the State's capital plan … and stop the flow of over $200 million in gaming revenue to Indiana.; If we get the tax structure right, this will; create thousands of jobs … help fund the State's capital plan … and stop the flow of over $200 million in gaming revenue to Indiana.; ; ;0.0;44.0;47.0;179.0; <e1>If we get the tax structure right, this will</e1> … <e2>create thousands of jobs … help fund the State's capital plan … and stop the flow of over $200 million in gaming revenue to Indiana.</e2>
0355.00001.2; Invesco Dynamic Building & Construction ETF Plans  -  Dividend of $0.04 (NYSEARCA:PKB) Invesco Dynamic Building & Construction ETF (NYSEARCA:PKB) declared a  -  dividend on Monday, September 23rd, Wall Street Journal reports. Investors of record on Tuesday, September 24th will be given a dividend of 0.0359 per share on Monday, September 30th. This represents a yield of 0.4%.; Invesco Dynamic Building & Construction ETF Plans  -  Dividend of $0.04 (NYSEARCA:PKB) Invesco Dynamic Building & Construction ETF (NYSEARCA:PKB) declared a  -  dividend on Monday, September 23rd, Wall Street Journal reports.; This represents a yield of 0.4%.; 225; 344;0.0;225.0;345.0;377.0; <e1>Invesco Dynamic Building & Construction ETF Plans  -  Dividend of $0.04 (NYSEARCA:PKB) Invesco Dynamic Building & Construction ETF (NYSEARCA:PKB) declared a  -  dividend on Monday, September 23rd, Wall Street Journal reports.</e1> Investors of record on Tuesday, September 24th will be given a dividend of 0.0359 per share on Monday, September 30th. <e2>This represents a yield of 0.4%.</e2>
0217.00042;The company disclosed it had received a subpoena from the Securities and Exchange Commission related to an investigation of its accounting. And in February, the company took the $15.4 billion write-down, signaling that its beloved brands were less valuable than when it acquired them four years ago.;The company disclosed it had received a subpoena from the Securities and Exchange Commission related to an investigation of its accounting.;And in February, the company took the $15.4 billion write-down, signaling that its beloved brands were less valuable than when it acquired them four years ago.;139.0;;0.0;139.0;140.0;299.0;<e1>The company disclosed it had received a subpoena from the Securities and Exchange Commission related to an investigation of its accounting.</e1> <e2>And in February, the company took the $15.4 billion write-down, signaling that its beloved brands were less valuable than when it acquired them four years ago.</e2>
0095.00093; Companies in advanced economies are already automating some customer support services rather than offshoring them. This could reduce the $160 billion global market for business process outsourcing (BPO), now one of the most heavily traded service sectors.; Companies in advanced economies are already automating some customer support services rather than offshoring them.; This could reduce the $160 billion global market for business process outsourcing (BPO), now one of the most heavily traded service sectors.; 114; ;0.0;114.0;115.0;255.0; <e1>Companies in advanced economies are already automating some customer support services rather than offshoring them.</e1> <e2>This could reduce the $160 billion global market for business process outsourcing (BPO), now one of the most heavily traded service sectors.</e2>
0480.00004; Affects GBP  U.S.-listed shares of Tesla Inc rival NIO Inc tumbled more than 18% on Tuesday after the Chinese electric carmaker posted a drop in quarterly vehicle sales, blaming a cut in subsidies and weak demand.; the Chinese electric carmaker posted a drop in quarterly vehicle sales, blaming a cut in subsidies and weak demand.; Affects GBP  U.S.-listed shares of Tesla Inc rival NIO Inc tumbled more than 18% on Tuesday; ; ;98.0;213.0;0.0;91.0; <e2>Affects GBP  U.S.-listed shares of Tesla Inc rival NIO Inc tumbled more than 18% on Tuesday</e2> after <e1>the Chinese electric carmaker posted a drop in quarterly vehicle sales, blaming a cut in subsidies and weak demand.</e1>
0072.00031;Based on current holdings of excess liquidity, the current calibration will entail annual savings for banks of about €4 billion.;Based on current holdings of excess liquidity;the current calibration will entail annual savings for banks of about €4 billion.;;;0.0;45.0;47.0;128.0;<e1>Based on current holdings of excess liquidity</e1>, <e2>the current calibration will entail annual savings for banks of about €4 billion.</e2>
0026.00070.2; Two grandparents, Joanie and Bill Miller from Buffalo, New York, decided to make Apple their Single-Stock Retirement Plan back in 1997. They put $16,000 into Apple stock. And since then, they've made $2 million.; Two grandparents, Joanie and Bill Miller from Buffalo, New York, decided to make Apple their Single-Stock Retirement Plan back in 1997.; They put $16,000 into Apple stock.; 135; 170;0.0;135.0;136.0;170.0; <e1>Two grandparents, Joanie and Bill Miller from Buffalo, New York, decided to make Apple their Single-Stock Retirement Plan back in 1997.</e1> <e2>They put $16,000 into Apple stock.</e2> And since then, they've made $2 million.
